PC_NAME,HOUR,CPU_PERCENTAGE,MEMORY,MEMORY_PERCENTAGE 
DESKTOP-O325S3M,17:56:00,22,4048,56
DESKTOP-O325S3M,17:56:03,5,4048,56
DESKTOP-O325S3M,17:56:06,5,4048,56
DESKTOP-O325S3M,17:56:09,8,4049,56
DESKTOP-O325S3M,17:56:12,14,4049,56
DESKTOP-O325S3M,17:56:15,3,4049,56
DESKTOP-O325S3M,17:56:18,23,4051,56
DESKTOP-O325S3M,17:56:21,16,4051,56
DESKTOP-O325S3M,17:56:24,38,4062,56
DESKTOP-O325S3M,17:56:27,29,4061,56
DESKTOP-O325S3M,17:56:30,21,4060,56
DESKTOP-O325S3M,17:56:33,2,4060,56
DESKTOP-O325S3M,17:56:36,6,4059,56
DESKTOP-O325S3M,17:56:39,15,4059,56
DESKTOP-O325S3M,17:56:42,4,4059,56
DESKTOP-O325S3M,17:56:45,1,4058,56
DESKTOP-O325S3M,17:56:48,5,4054,56
DESKTOP-O325S3M,17:56:51,18,4053,56
DESKTOP-O325S3M,17:56:54,6,4050,56
DESKTOP-O325S3M,17:56:57,16,4047,56
DESKTOP-O325S3M,17:57:00,3,4053,56
DESKTOP-O325S3M,17:57:03,65,4056,56
DESKTOP-O325S3M,17:57:06,19,4061,56
DESKTOP-O325S3M,17:57:09,25,4065,56
DESKTOP-O325S3M,17:57:12,29,4073,56
DESKTOP-O325S3M,17:57:15,27,4068,56
DESKTOP-O325S3M,17:57:18,48,4068,56
DESKTOP-O325S3M,17:57:21,7,4068,56
DESKTOP-O325S3M,17:57:24,5,4069,56
DESKTOP-O325S3M,17:57:27,9,4069,56
DESKTOP-O325S3M,17:57:30,12,4069,56
DESKTOP-O325S3M,17:57:33,9,4070,56
DESKTOP-O325S3M,17:57:36,10,4069,56
DESKTOP-O325S3M,17:57:39,16,4069,56
DESKTOP-O325S3M,17:57:42,11,4070,56
DESKTOP-O325S3M,17:57:45,18,4071,56
DESKTOP-O325S3M,17:57:48,25,4071,56
DESKTOP-O325S3M,17:57:51,13,4062,56
DESKTOP-O325S3M,17:57:54,47,4061,56
DESKTOP-O325S3M,17:57:57,33,4062,56
DESKTOP-O325S3M,17:58:00,6,4061,56
DESKTOP-O325S3M,17:58:03,39,4060,56
DESKTOP-O325S3M,17:58:06,9,4061,56
DESKTOP-O325S3M,17:58:09,37,4036,56
DESKTOP-O325S3M,17:58:12,37,4036,56
DESKTOP-O325S3M,17:58:15,37,4036,56
DESKTOP-O325S3M,17:58:18,15,4035,56
DESKTOP-O325S3M,17:58:21,10,4035,56
DESKTOP-O325S3M,17:58:24,14,4035,56
DESKTOP-O325S3M,17:58:27,5,4035,56
DESKTOP-O325S3M,17:58:30,18,4035,56
DESKTOP-O325S3M,17:58:33,19,4035,56
DESKTOP-O325S3M,17:58:36,33,4060,56
DESKTOP-O325S3M,17:58:39,28,4070,56
DESKTOP-O325S3M,17:58:42,0,4070,56
DESKTOP-O325S3M,17:58:45,2,4069,56
DESKTOP-O325S3M,17:58:48,9,4069,56
DESKTOP-O325S3M,17:58:51,15,4069,56
DESKTOP-O325S3M,17:58:54,16,4035,56
DESKTOP-O325S3M,17:58:57,8,4035,56
DESKTOP-O325S3M,17:59:00,5,4035,56
DESKTOP-O325S3M,17:59:03,10,4035,56
DESKTOP-O325S3M,17:59:06,11,4034,56
DESKTOP-O325S3M,17:59:09,9,4033,56
DESKTOP-O325S3M,17:59:12,4,4033,56
DESKTOP-O325S3M,17:59:15,2,4033,56
DESKTOP-O325S3M,17:59:18,19,4033,56
DESKTOP-O325S3M,17:59:21,2,4033,56
DESKTOP-O325S3M,17:59:24,6,4033,56
DESKTOP-O325S3M,17:59:27,4,4034,56
DESKTOP-O325S3M,17:59:30,27,4037,56
DESKTOP-O325S3M,17:59:33,8,4036,56
DESKTOP-O325S3M,17:59:36,6,4037,56
DESKTOP-O325S3M,17:59:39,41,4040,56
DESKTOP-O325S3M,17:59:42,2,4039,56
DESKTOP-O325S3M,17:59:45,21,4040,56
DESKTOP-O325S3M,17:59:48,3,4041,56
DESKTOP-O325S3M,17:59:51,4,4041,56
DESKTOP-O325S3M,17:59:54,6,4047,56
DESKTOP-O325S3M,17:59:57,10,4042,56
DESKTOP-O325S3M,18:00:00,15,4041,56
DESKTOP-O325S3M,18:00:03,4,4041,56
DESKTOP-O325S3M,18:00:06,25,4045,56
DESKTOP-O325S3M,18:00:09,31,4046,56
DESKTOP-O325S3M,18:00:12,28,4039,56
DESKTOP-O325S3M,18:00:15,2,4039,56
DESKTOP-O325S3M,18:00:18,12,4046,56
DESKTOP-O325S3M,18:00:21,4,4055,56
DESKTOP-O325S3M,18:00:24,10,4064,56
DESKTOP-O325S3M,18:00:27,21,4062,56
DESKTOP-O325S3M,18:00:30,7,4055,56
DESKTOP-O325S3M,18:00:33,6,4055,56
DESKTOP-O325S3M,18:00:36,6,4066,56
DESKTOP-O325S3M,18:00:39,24,4055,56
DESKTOP-O325S3M,18:00:42,4,4055,56
DESKTOP-O325S3M,18:00:45,5,4055,56
DESKTOP-O325S3M,18:00:48,4,4054,56
DESKTOP-O325S3M,18:00:51,5,4053,56
DESKTOP-O325S3M,18:00:54,13,4052,56
DESKTOP-O325S3M,18:00:57,2,4052,56
DESKTOP-O325S3M,18:01:00,2,4052,56
DESKTOP-O325S3M,18:01:03,7,4052,56
DESKTOP-O325S3M,18:01:06,17,4052,56
DESKTOP-O325S3M,18:01:09,5,4052,56
DESKTOP-O325S3M,18:01:12,6,4053,56
DESKTOP-O325S3M,18:01:15,26,4053,56
DESKTOP-O325S3M,18:01:18,27,4054,56
DESKTOP-O325S3M,18:01:21,31,4055,56
DESKTOP-O325S3M,18:01:24,0,4055,56
DESKTOP-O325S3M,18:01:27,19,4055,56
DESKTOP-O325S3M,18:01:30,29,4055,56
DESKTOP-O325S3M,18:01:33,32,4057,56
DESKTOP-O325S3M,18:01:36,12,4057,56
DESKTOP-O325S3M,18:01:39,5,4056,56
DESKTOP-O325S3M,18:01:41,67,4071,56
DESKTOP-O325S3M,18:01:43,36,4070,56
DESKTOP-O325S3M,18:01:47,23,4070,56
DESKTOP-O325S3M,18:01:50,23,4061,56
DESKTOP-O325S3M,18:01:53,7,4060,56
DESKTOP-O325S3M,18:01:56,15,4060,56
DESKTOP-O325S3M,18:01:59,21,4060,56
DESKTOP-O325S3M,18:02:02,9,4063,56
DESKTOP-O325S3M,18:02:05,5,4062,56
DESKTOP-O325S3M,18:02:08,10,4062,56
DESKTOP-O325S3M,18:02:11,11,4062,56
DESKTOP-O325S3M,18:02:14,20,4061,56
DESKTOP-O325S3M,18:02:17,19,4062,56
DESKTOP-O325S3M,18:02:20,12,4062,56
DESKTOP-O325S3M,18:02:23,16,4052,56
DESKTOP-O325S3M,18:02:26,26,4050,56
DESKTOP-O325S3M,18:02:29,10,4050,56
DESKTOP-O325S3M,18:02:32,4,4049,56
DESKTOP-O325S3M,18:02:35,1,4049,56
DESKTOP-O325S3M,18:02:38,10,4049,56
DESKTOP-O325S3M,18:02:41,16,4049,56
DESKTOP-O325S3M,18:02:44,2,4049,56
DESKTOP-O325S3M,18:02:47,1,4049,56
DESKTOP-O325S3M,18:02:50,4,4049,56
DESKTOP-O325S3M,18:02:53,26,4049,56
DESKTOP-O325S3M,18:02:56,3,4050,56
DESKTOP-O325S3M,18:02:59,6,4050,56
DESKTOP-O325S3M,18:03:02,7,4050,56
DESKTOP-O325S3M,18:03:05,19,4050,56
DESKTOP-O325S3M,18:03:08,22,4050,56
DESKTOP-O325S3M,18:03:11,18,4050,56
DESKTOP-O325S3M,18:03:14,27,4050,56
DESKTOP-O325S3M,18:03:17,9,4051,56
DESKTOP-O325S3M,18:03:20,22,4050,56
DESKTOP-O325S3M,18:03:23,32,4045,56
DESKTOP-O325S3M,18:03:26,45,4060,56
DESKTOP-O325S3M,18:03:29,45,4063,56
DESKTOP-O325S3M,18:03:32,29,4073,56
DESKTOP-O325S3M,18:03:35,34,4074,56
DESKTOP-O325S3M,18:03:38,57,4109,57
DESKTOP-O325S3M,18:03:41,20,4109,57
DESKTOP-O325S3M,18:03:44,29,4104,57
DESKTOP-O325S3M,18:03:47,36,4115,57
DESKTOP-O325S3M,18:03:50,56,4121,57
DESKTOP-O325S3M,18:03:53,36,4089,57
DESKTOP-O325S3M,18:03:56,18,4065,56
DESKTOP-O325S3M,18:03:59,18,4049,56
DESKTOP-O325S3M,18:04:02,52,4062,56
DESKTOP-O325S3M,18:04:05,25,4063,56
DESKTOP-O325S3M,18:04:08,13,4053,56
DESKTOP-O325S3M,18:04:11,43,4054,56
DESKTOP-O325S3M,18:04:14,29,4049,56
DESKTOP-O325S3M,18:04:17,33,4063,56
DESKTOP-O325S3M,18:04:20,19,4061,56
DESKTOP-O325S3M,18:04:23,9,4056,56
