PC_NAME,HOUR,CPU_PERCENTAGE,MEMORY,MEMORY_PERCENTAGE 
DESKTOP-O325S3M,19:51:09,3,4389,61
DESKTOP-O325S3M,19:51:12,1,4390,61
DESKTOP-O325S3M,19:51:15,2,4390,61
DESKTOP-O325S3M,19:51:18,3,4391,61
DESKTOP-O325S3M,19:51:21,3,4392,61
DESKTOP-O325S3M,19:51:24,2,4393,61
DESKTOP-O325S3M,19:51:27,3,4393,61
DESKTOP-O325S3M,19:51:30,0,4394,61
DESKTOP-O325S3M,19:51:33,0,4395,61
DESKTOP-O325S3M,19:51:36,3,4397,61
DESKTOP-O325S3M,19:51:39,0,4399,61
DESKTOP-O325S3M,19:51:42,0,4400,61
DESKTOP-O325S3M,19:51:45,2,4401,61
DESKTOP-O325S3M,19:51:48,3,4402,61
DESKTOP-O325S3M,19:51:51,1,4402,61
DESKTOP-O325S3M,19:51:54,2,4403,61
DESKTOP-O325S3M,19:51:57,2,4403,61
DESKTOP-O325S3M,19:52:00,2,4404,61
DESKTOP-O325S3M,19:52:03,4,4407,61
DESKTOP-O325S3M,19:52:06,0,4408,61
DESKTOP-O325S3M,19:52:09,1,4410,61
DESKTOP-O325S3M,19:52:12,4,4410,61
DESKTOP-O325S3M,19:52:15,5,4410,61
DESKTOP-O325S3M,19:52:18,1,4410,61
DESKTOP-O325S3M,19:52:21,2,4411,61
DESKTOP-O325S3M,19:52:24,3,4411,61
DESKTOP-O325S3M,19:52:27,19,4366,60
DESKTOP-O325S3M,19:52:30,0,4366,60
DESKTOP-O325S3M,19:52:33,0,4366,60
DESKTOP-O325S3M,19:52:36,4,4365,60
DESKTOP-O325S3M,19:52:39,15,4388,61
DESKTOP-O325S3M,19:52:42,9,4388,61
DESKTOP-O325S3M,19:52:45,4,4389,61
DESKTOP-O325S3M,19:52:48,10,4389,61
DESKTOP-O325S3M,19:52:51,9,4389,61
DESKTOP-O325S3M,19:52:54,9,4393,61
DESKTOP-O325S3M,19:52:57,11,4395,61
DESKTOP-O325S3M,19:53:00,11,4395,61
DESKTOP-O325S3M,19:53:03,6,4395,61
DESKTOP-O325S3M,19:53:06,5,4396,61
DESKTOP-O325S3M,19:53:09,9,4396,61
DESKTOP-O325S3M,19:53:12,4,4396,61
DESKTOP-O325S3M,19:53:15,6,4398,61
DESKTOP-O325S3M,19:53:18,10,4399,61
DESKTOP-O325S3M,19:53:21,7,4400,61
DESKTOP-O325S3M,19:53:24,9,4400,61
DESKTOP-O325S3M,19:53:27,9,4400,61
DESKTOP-O325S3M,19:53:30,43,4361,60
DESKTOP-O325S3M,19:53:33,2,4335,60
DESKTOP-O325S3M,19:53:36,25,4348,60
DESKTOP-O325S3M,19:53:39,13,4361,60
DESKTOP-O325S3M,19:53:42,10,4361,60
DESKTOP-O325S3M,19:53:45,7,4361,60
DESKTOP-O325S3M,19:53:48,6,4361,60
DESKTOP-O325S3M,19:53:51,5,4361,60
DESKTOP-O325S3M,19:53:54,16,4356,60
DESKTOP-O325S3M,19:53:57,5,4333,60
DESKTOP-O325S3M,19:54:00,5,4332,60
DESKTOP-O325S3M,19:54:03,9,4333,60
DESKTOP-O325S3M,19:54:06,20,4333,60
DESKTOP-O325S3M,19:54:09,14,4332,60
DESKTOP-O325S3M,19:54:12,10,4332,60
DESKTOP-O325S3M,19:54:15,3,4332,60
DESKTOP-O325S3M,19:54:18,4,4332,60
DESKTOP-O325S3M,19:54:21,11,4332,60
DESKTOP-O325S3M,19:54:24,1,4333,60
DESKTOP-O325S3M,19:54:27,9,4333,60
DESKTOP-O325S3M,19:54:30,19,4342,60
DESKTOP-O325S3M,19:54:33,25,4339,60
DESKTOP-O325S3M,19:54:36,1,4339,60
DESKTOP-O325S3M,19:54:39,4,4339,60
DESKTOP-O325S3M,19:54:42,2,4339,60
DESKTOP-O325S3M,19:54:45,5,4340,60
DESKTOP-O325S3M,19:54:48,2,4342,60
DESKTOP-O325S3M,19:54:51,3,4344,60
DESKTOP-O325S3M,19:54:54,3,4344,60
DESKTOP-O325S3M,19:54:57,0,4345,60
DESKTOP-O325S3M,19:55:00,4,4344,60
DESKTOP-O325S3M,19:55:03,0,4344,60
DESKTOP-O325S3M,19:55:06,2,4344,60
DESKTOP-O325S3M,19:55:09,0,4345,60
DESKTOP-O325S3M,19:55:12,4,4345,60
DESKTOP-O325S3M,19:55:15,2,4346,60
DESKTOP-O325S3M,19:55:18,0,4347,60
DESKTOP-O325S3M,19:55:21,0,4348,60
DESKTOP-O325S3M,19:55:24,3,4348,60
DESKTOP-O325S3M,19:55:27,3,4349,60
DESKTOP-O325S3M,19:55:30,15,4350,60
DESKTOP-O325S3M,19:55:33,3,4351,60
DESKTOP-O325S3M,19:55:36,2,4351,60
DESKTOP-O325S3M,19:55:39,1,4351,60
DESKTOP-O325S3M,19:55:42,1,4352,60
DESKTOP-O325S3M,19:55:45,39,4362,60
DESKTOP-O325S3M,19:55:48,8,4374,61
DESKTOP-O325S3M,19:55:51,5,4374,61
DESKTOP-O325S3M,19:55:54,1,4364,60
DESKTOP-O325S3M,19:55:57,1,4364,60
DESKTOP-O325S3M,19:56:00,1,4363,60
DESKTOP-O325S3M,19:56:03,1,4364,60
DESKTOP-O325S3M,19:56:06,4,4364,60
DESKTOP-O325S3M,19:56:09,2,4364,60
DESKTOP-O325S3M,19:56:12,5,4365,60
DESKTOP-O325S3M,19:56:15,0,4364,60
DESKTOP-O325S3M,19:56:18,8,4364,60
DESKTOP-O325S3M,19:56:21,4,4364,60
DESKTOP-O325S3M,19:56:24,2,4364,60
DESKTOP-O325S3M,19:56:27,2,4364,60
DESKTOP-O325S3M,19:56:30,5,4365,60
DESKTOP-O325S3M,19:56:33,0,4365,60
DESKTOP-O325S3M,19:56:36,1,4365,60
DESKTOP-O325S3M,19:56:39,21,4371,60
DESKTOP-O325S3M,19:56:42,3,4370,60
DESKTOP-O325S3M,19:56:45,0,4370,60
DESKTOP-O325S3M,19:56:48,3,4371,60
DESKTOP-O325S3M,19:56:51,3,4372,60
DESKTOP-O325S3M,19:56:54,2,4372,60
DESKTOP-O325S3M,19:56:57,2,4372,60
DESKTOP-O325S3M,19:57:00,8,4372,60
DESKTOP-O325S3M,19:57:03,2,4376,61
DESKTOP-O325S3M,19:57:06,1,4376,61
DESKTOP-O325S3M,19:57:09,6,4376,61
DESKTOP-O325S3M,19:57:12,1,4376,61
DESKTOP-O325S3M,19:57:15,2,4376,61
DESKTOP-O325S3M,19:57:18,3,4377,61
DESKTOP-O325S3M,19:57:21,2,4377,61
DESKTOP-O325S3M,19:57:24,1,4377,61
DESKTOP-O325S3M,19:57:27,0,4379,61
DESKTOP-O325S3M,19:57:30,11,4375,61
DESKTOP-O325S3M,19:57:33,5,4378,61
DESKTOP-O325S3M,19:57:36,3,4378,61
DESKTOP-O325S3M,19:57:39,3,4377,61
DESKTOP-O325S3M,19:57:42,2,4376,61
DESKTOP-O325S3M,19:57:45,0,4379,61
DESKTOP-O325S3M,19:57:48,4,4385,61
DESKTOP-O325S3M,19:57:51,3,4379,61
DESKTOP-O325S3M,19:57:54,1,4379,61
DESKTOP-O325S3M,19:57:57,2,4379,61
DESKTOP-O325S3M,19:58:00,1,4379,61
DESKTOP-O325S3M,19:58:03,2,4380,61
DESKTOP-O325S3M,19:58:06,3,4379,61
DESKTOP-O325S3M,19:58:09,4,4380,61
DESKTOP-O325S3M,19:58:12,1,4381,61
DESKTOP-O325S3M,19:58:15,4,4382,61
DESKTOP-O325S3M,19:58:18,1,4384,61
DESKTOP-O325S3M,19:58:21,3,4384,61
DESKTOP-O325S3M,19:58:24,1,4386,61
DESKTOP-O325S3M,19:58:27,1,4386,61
DESKTOP-O325S3M,19:58:29,22,4388,61
DESKTOP-O325S3M,19:58:33,29,4318,60
DESKTOP-O325S3M,19:58:36,26,4341,60
DESKTOP-O325S3M,19:58:39,22,4367,60
DESKTOP-O325S3M,19:58:42,2,4366,60
DESKTOP-O325S3M,19:58:45,22,4366,60
DESKTOP-O325S3M,19:58:48,6,4366,60
DESKTOP-O325S3M,19:58:51,11,4366,60
DESKTOP-O325S3M,19:58:54,8,4363,60
DESKTOP-O325S3M,19:58:57,3,4344,60
DESKTOP-O325S3M,19:59:00,7,4344,60
DESKTOP-O325S3M,19:59:03,4,4343,60
DESKTOP-O325S3M,19:59:06,10,4343,60
DESKTOP-O325S3M,19:59:09,6,4343,60
DESKTOP-O325S3M,19:59:12,9,4343,60
DESKTOP-O325S3M,19:59:15,6,4343,60
DESKTOP-O325S3M,19:59:18,10,4343,60
DESKTOP-O325S3M,19:59:21,9,4344,60
DESKTOP-O325S3M,19:59:24,11,4346,60
DESKTOP-O325S3M,19:59:27,8,4348,60
DESKTOP-O325S3M,19:59:30,5,4348,60
DESKTOP-O325S3M,19:59:33,6,4348,60
DESKTOP-O325S3M,19:59:36,8,4348,60
DESKTOP-O325S3M,19:59:39,13,4350,60
DESKTOP-O325S3M,19:59:41,36,4364,60
DESKTOP-O325S3M,19:59:45,27,4363,60
DESKTOP-O325S3M,19:59:48,4,4362,60
DESKTOP-O325S3M,19:59:51,3,4362,60
DESKTOP-O325S3M,19:59:54,1,4362,60
DESKTOP-O325S3M,19:59:57,5,4368,60
DESKTOP-O325S3M,20:00:00,9,4362,60
DESKTOP-O325S3M,20:00:03,2,4361,60
DESKTOP-O325S3M,20:00:06,3,4361,60
DESKTOP-O325S3M,20:00:09,3,4361,60
DESKTOP-O325S3M,20:00:12,3,4361,60
DESKTOP-O325S3M,20:00:15,1,4361,60
DESKTOP-O325S3M,20:00:18,5,4362,60
DESKTOP-O325S3M,20:00:21,5,4362,60
DESKTOP-O325S3M,20:00:24,3,4362,60
DESKTOP-O325S3M,20:00:27,0,4362,60
DESKTOP-O325S3M,20:00:30,4,4357,60
DESKTOP-O325S3M,20:00:33,1,4358,60
DESKTOP-O325S3M,20:00:36,1,4358,60
DESKTOP-O325S3M,20:00:39,3,4358,60
DESKTOP-O325S3M,20:00:42,2,4359,60
DESKTOP-O325S3M,20:00:45,2,4359,60
DESKTOP-O325S3M,20:00:48,9,4358,60
DESKTOP-O325S3M,20:00:51,4,4358,60
DESKTOP-O325S3M,20:00:54,0,4358,60
DESKTOP-O325S3M,20:00:57,3,4358,60
DESKTOP-O325S3M,20:01:00,1,4359,60
DESKTOP-O325S3M,20:01:03,3,4362,60
DESKTOP-O325S3M,20:01:06,0,4362,60
DESKTOP-O325S3M,20:01:09,1,4362,60
DESKTOP-O325S3M,20:01:12,2,4366,60
DESKTOP-O325S3M,20:01:15,2,4366,60
DESKTOP-O325S3M,20:01:18,2,4366,60
DESKTOP-O325S3M,20:01:21,1,4366,60
DESKTOP-O325S3M,20:01:24,0,4369,60
DESKTOP-O325S3M,20:01:27,2,4371,60
DESKTOP-O325S3M,20:01:30,7,4371,60
DESKTOP-O325S3M,20:01:33,4,4375,61
DESKTOP-O325S3M,20:01:36,1,4375,61
DESKTOP-O325S3M,20:01:39,1,4375,61
DESKTOP-O325S3M,20:01:42,1,4375,61
DESKTOP-O325S3M,20:01:45,5,4374,61
DESKTOP-O325S3M,20:01:48,0,4374,61
DESKTOP-O325S3M,20:01:51,3,4375,61
DESKTOP-O325S3M,20:01:54,2,4375,61
DESKTOP-O325S3M,20:01:57,1,4375,61
DESKTOP-O325S3M,20:02:00,1,4375,61
DESKTOP-O325S3M,20:02:03,3,4377,61
DESKTOP-O325S3M,20:02:06,2,4377,61
DESKTOP-O325S3M,20:02:09,2,4377,61
DESKTOP-O325S3M,20:02:12,2,4378,61
DESKTOP-O325S3M,20:02:15,1,4381,61
DESKTOP-O325S3M,20:02:18,1,4381,61
DESKTOP-O325S3M,20:02:21,1,4382,61
DESKTOP-O325S3M,20:02:24,2,4384,61
DESKTOP-O325S3M,20:02:27,3,4384,61
DESKTOP-O325S3M,20:02:30,1,4384,61
DESKTOP-O325S3M,20:02:33,1,4387,61
DESKTOP-O325S3M,20:02:35,3,4389,61
DESKTOP-O325S3M,20:02:39,0,4389,61
DESKTOP-O325S3M,20:02:42,1,4389,61
DESKTOP-O325S3M,20:02:45,3,4389,61
DESKTOP-O325S3M,20:02:48,7,4390,61
DESKTOP-O325S3M,20:02:51,3,4392,61
DESKTOP-O325S3M,20:02:54,1,4397,61
DESKTOP-O325S3M,20:02:57,2,4399,61
DESKTOP-O325S3M,20:03:00,3,4399,61
DESKTOP-O325S3M,20:03:03,49,4416,61
DESKTOP-O325S3M,20:03:06,1,4416,61
DESKTOP-O325S3M,20:03:09,1,4416,61
DESKTOP-O325S3M,20:03:12,5,4418,61
DESKTOP-O325S3M,20:03:15,6,4417,61
DESKTOP-O325S3M,20:03:18,1,4417,61
DESKTOP-O325S3M,20:03:21,3,4418,61
DESKTOP-O325S3M,20:03:24,1,4418,61
DESKTOP-O325S3M,20:03:27,3,4420,61
DESKTOP-O325S3M,20:03:30,2,4420,61
DESKTOP-O325S3M,20:03:33,28,4400,61
DESKTOP-O325S3M,20:03:36,22,4345,60
DESKTOP-O325S3M,20:03:39,6,4366,60
DESKTOP-O325S3M,20:03:42,1,4366,60
DESKTOP-O325S3M,20:03:45,3,4365,60
DESKTOP-O325S3M,20:03:48,2,4365,60
DESKTOP-O325S3M,20:03:51,1,4365,60
DESKTOP-O325S3M,20:03:54,3,4342,60
DESKTOP-O325S3M,20:03:57,5,4342,60
DESKTOP-O325S3M,20:04:00,2,4342,60
DESKTOP-O325S3M,20:04:03,2,4341,60
DESKTOP-O325S3M,20:04:06,1,4341,60
DESKTOP-O325S3M,20:04:09,4,4341,60
DESKTOP-O325S3M,20:04:12,2,4341,60
DESKTOP-O325S3M,20:04:15,3,4341,60
DESKTOP-O325S3M,20:04:18,1,4341,60
DESKTOP-O325S3M,20:04:21,2,4342,60
DESKTOP-O325S3M,20:04:24,1,4343,60
DESKTOP-O325S3M,20:04:27,0,4345,60
DESKTOP-O325S3M,20:04:30,3,4344,60
DESKTOP-O325S3M,20:04:33,2,4345,60
DESKTOP-O325S3M,20:04:36,2,4345,60
DESKTOP-O325S3M,20:04:39,1,4346,60
DESKTOP-O325S3M,20:04:42,2,4347,60
DESKTOP-O325S3M,20:04:45,0,4348,60
DESKTOP-O325S3M,20:04:48,1,4348,60
DESKTOP-O325S3M,20:04:51,4,4349,60
DESKTOP-O325S3M,20:04:54,1,4350,60
DESKTOP-O325S3M,20:04:57,12,4351,60
DESKTOP-O325S3M,20:04:59,9,4352,60
DESKTOP-O325S3M,20:05:03,3,4354,60
DESKTOP-O325S3M,20:05:06,2,4355,60
DESKTOP-O325S3M,20:05:09,4,4356,60
DESKTOP-O325S3M,20:05:12,3,4356,60
DESKTOP-O325S3M,20:05:15,3,4357,60
DESKTOP-O325S3M,20:05:18,0,4357,60
DESKTOP-O325S3M,20:05:21,3,4357,60
DESKTOP-O325S3M,20:05:24,2,4358,60
DESKTOP-O325S3M,20:05:27,0,4359,60
DESKTOP-O325S3M,20:05:30,0,4360,60
DESKTOP-O325S3M,20:05:33,3,4360,60
DESKTOP-O325S3M,20:05:36,2,4360,60
DESKTOP-O325S3M,20:05:39,3,4360,60
DESKTOP-O325S3M,20:05:42,4,4360,60
DESKTOP-O325S3M,20:05:45,5,4361,60
DESKTOP-O325S3M,20:05:48,3,4361,60
DESKTOP-O325S3M,20:05:51,0,4362,60
DESKTOP-O325S3M,20:05:54,5,4362,60
DESKTOP-O325S3M,20:05:57,4,4362,60
DESKTOP-O325S3M,20:06:00,0,4363,60
DESKTOP-O325S3M,20:06:03,1,4363,60
DESKTOP-O325S3M,20:06:06,2,4363,60
DESKTOP-O325S3M,20:06:09,1,4364,60
DESKTOP-O325S3M,20:06:12,1,4364,60
DESKTOP-O325S3M,20:06:15,3,4364,60
DESKTOP-O325S3M,20:06:18,0,4368,60
DESKTOP-O325S3M,20:06:21,2,4368,60
DESKTOP-O325S3M,20:06:24,3,4368,60
DESKTOP-O325S3M,20:06:27,2,4368,60
DESKTOP-O325S3M,20:06:30,3,4368,60
DESKTOP-O325S3M,20:06:33,3,4368,60
DESKTOP-O325S3M,20:06:36,1,4370,60
DESKTOP-O325S3M,20:06:39,1,4370,60
DESKTOP-O325S3M,20:06:42,2,4371,60
DESKTOP-O325S3M,20:06:45,4,4374,61
DESKTOP-O325S3M,20:06:48,4,4374,61
DESKTOP-O325S3M,20:06:51,3,4374,61
DESKTOP-O325S3M,20:06:54,1,4375,61
DESKTOP-O325S3M,20:06:57,4,4376,61
DESKTOP-O325S3M,20:07:00,2,4376,61
DESKTOP-O325S3M,20:07:03,3,4378,61
DESKTOP-O325S3M,20:07:06,1,4378,61
DESKTOP-O325S3M,20:07:09,2,4379,61
DESKTOP-O325S3M,20:07:12,2,4380,61
DESKTOP-O325S3M,20:07:15,1,4382,61
DESKTOP-O325S3M,20:07:18,3,4382,61
DESKTOP-O325S3M,20:07:21,7,4382,61
DESKTOP-O325S3M,20:07:24,2,4386,61
DESKTOP-O325S3M,20:07:27,6,4410,61
DESKTOP-O325S3M,20:07:30,2,4375,61
DESKTOP-O325S3M,20:07:33,3,4374,61
DESKTOP-O325S3M,20:07:36,2,4375,61
DESKTOP-O325S3M,20:07:39,3,4375,61
DESKTOP-O325S3M,20:07:42,3,4376,61
DESKTOP-O325S3M,20:07:45,0,4379,61
DESKTOP-O325S3M,20:07:48,1,4381,61
DESKTOP-O325S3M,20:07:51,4,4382,61
DESKTOP-O325S3M,20:07:54,1,4388,61
DESKTOP-O325S3M,20:07:57,0,4389,61
DESKTOP-O325S3M,20:08:00,2,4389,61
DESKTOP-O325S3M,20:08:02,3,4388,61
DESKTOP-O325S3M,20:08:06,6,4388,61
DESKTOP-O325S3M,20:08:09,0,4388,61
DESKTOP-O325S3M,20:08:12,3,4387,61
DESKTOP-O325S3M,20:08:15,4,4390,61
DESKTOP-O325S3M,20:08:18,0,4390,61
DESKTOP-O325S3M,20:08:21,2,4390,61
DESKTOP-O325S3M,20:08:24,4,4390,61
DESKTOP-O325S3M,20:08:27,5,4391,61
DESKTOP-O325S3M,20:08:30,1,4391,61
DESKTOP-O325S3M,20:08:33,31,4399,61
DESKTOP-O325S3M,20:08:35,36,4288,59
DESKTOP-O325S3M,20:08:38,34,4292,59
DESKTOP-O325S3M,20:08:41,1,4292,59
DESKTOP-O325S3M,20:08:44,1,4292,59
DESKTOP-O325S3M,20:08:47,1,4292,59
DESKTOP-O325S3M,20:08:50,0,4294,59
DESKTOP-O325S3M,20:08:53,3,4288,59
DESKTOP-O325S3M,20:08:56,1,4267,59
DESKTOP-O325S3M,20:08:59,2,4268,59
DESKTOP-O325S3M,20:09:02,7,4268,59
DESKTOP-O325S3M,20:09:05,1,4268,59
DESKTOP-O325S3M,20:09:08,1,4269,59
DESKTOP-O325S3M,20:09:11,0,4270,59
DESKTOP-O325S3M,20:09:14,3,4272,59
DESKTOP-O325S3M,20:09:17,1,4270,59
DESKTOP-O325S3M,20:09:20,0,4270,59
DESKTOP-O325S3M,20:09:23,0,4270,59
DESKTOP-O325S3M,20:09:26,1,4271,59
DESKTOP-O325S3M,20:09:29,1,4271,59
DESKTOP-O325S3M,20:09:32,0,4273,59
DESKTOP-O325S3M,20:09:35,0,4275,59
DESKTOP-O325S3M,20:09:38,22,4275,59
DESKTOP-O325S3M,20:09:41,1,4275,59
DESKTOP-O325S3M,20:09:44,1,4276,59
DESKTOP-O325S3M,20:09:47,3,4276,59
DESKTOP-O325S3M,20:09:50,2,4277,59
DESKTOP-O325S3M,20:09:52,2,4278,59
DESKTOP-O325S3M,20:09:56,0,4280,59
DESKTOP-O325S3M,20:09:59,1,4281,59
DESKTOP-O325S3M,20:10:02,11,4283,59
DESKTOP-O325S3M,20:10:05,1,4283,59
DESKTOP-O325S3M,20:10:08,3,4283,59
DESKTOP-O325S3M,20:10:11,2,4284,59
DESKTOP-O325S3M,20:10:14,2,4284,59
DESKTOP-O325S3M,20:10:17,3,4285,59
DESKTOP-O325S3M,20:10:20,2,4286,59
DESKTOP-O325S3M,20:10:23,6,4287,59
DESKTOP-O325S3M,20:10:26,1,4288,59
DESKTOP-O325S3M,20:10:29,1,4288,59
DESKTOP-O325S3M,20:10:32,2,4288,59
DESKTOP-O325S3M,20:10:35,7,4288,59
DESKTOP-O325S3M,20:10:38,0,4289,59
DESKTOP-O325S3M,20:10:41,3,4289,59
DESKTOP-O325S3M,20:10:44,1,4286,59
DESKTOP-O325S3M,20:10:47,0,4287,59
DESKTOP-O325S3M,20:10:50,1,4288,59
DESKTOP-O325S3M,20:10:53,2,4288,59
DESKTOP-O325S3M,20:10:56,4,4288,59
DESKTOP-O325S3M,20:10:59,1,4288,59
DESKTOP-O325S3M,20:11:02,9,4288,59
DESKTOP-O325S3M,20:11:05,0,4301,60
DESKTOP-O325S3M,20:11:08,1,4301,60
DESKTOP-O325S3M,20:11:11,3,4301,60
DESKTOP-O325S3M,20:11:14,1,4301,60
DESKTOP-O325S3M,20:11:17,1,4295,59
DESKTOP-O325S3M,20:11:20,0,4295,59
DESKTOP-O325S3M,20:11:23,1,4296,59
DESKTOP-O325S3M,20:11:26,0,4296,59
DESKTOP-O325S3M,20:11:29,2,4296,59
DESKTOP-O325S3M,20:11:32,4,4296,59
DESKTOP-O325S3M,20:11:35,1,4297,59
DESKTOP-O325S3M,20:11:38,36,4302,60
DESKTOP-O325S3M,20:11:41,0,4302,60
DESKTOP-O325S3M,20:11:44,2,4302,60
DESKTOP-O325S3M,20:11:47,2,4302,60
DESKTOP-O325S3M,20:11:50,2,4303,60
DESKTOP-O325S3M,20:11:53,1,4303,60
DESKTOP-O325S3M,20:11:56,1,4303,60
DESKTOP-O325S3M,20:11:59,0,4303,60
DESKTOP-O325S3M,20:12:02,5,4307,60
DESKTOP-O325S3M,20:12:05,2,4307,60
DESKTOP-O325S3M,20:12:08,3,4307,60
DESKTOP-O325S3M,20:12:11,2,4307,60
DESKTOP-O325S3M,20:12:14,0,4307,60
DESKTOP-O325S3M,20:12:17,2,4307,60
DESKTOP-O325S3M,20:12:20,0,4308,60
DESKTOP-O325S3M,20:12:23,3,4310,60
DESKTOP-O325S3M,20:12:26,1,4312,60
DESKTOP-O325S3M,20:12:29,3,4311,60
DESKTOP-O325S3M,20:12:32,0,4311,60
DESKTOP-O325S3M,20:12:35,1,4311,60
DESKTOP-O325S3M,20:12:38,2,4313,60
DESKTOP-O325S3M,20:12:41,0,4313,60
DESKTOP-O325S3M,20:12:44,0,4315,60
DESKTOP-O325S3M,20:12:47,3,4316,60
DESKTOP-O325S3M,20:12:50,4,4320,60
DESKTOP-O325S3M,20:12:53,5,4335,60
DESKTOP-O325S3M,20:12:56,1,4335,60
DESKTOP-O325S3M,20:12:59,6,4335,60
DESKTOP-O325S3M,20:13:02,9,4335,60
DESKTOP-O325S3M,20:13:05,1,4336,60
DESKTOP-O325S3M,20:13:08,3,4336,60
DESKTOP-O325S3M,20:13:11,6,4341,60
DESKTOP-O325S3M,20:13:14,1,4341,60
DESKTOP-O325S3M,20:13:17,1,4346,60
DESKTOP-O325S3M,20:13:20,1,4346,60
DESKTOP-O325S3M,20:13:23,3,4346,60
DESKTOP-O325S3M,20:13:26,0,4346,60
DESKTOP-O325S3M,20:13:29,6,4347,60
DESKTOP-O325S3M,20:13:32,3,4349,60
DESKTOP-O325S3M,20:13:35,1,4349,60
DESKTOP-O325S3M,20:13:38,14,4384,61
DESKTOP-O325S3M,20:13:41,2,4384,61
DESKTOP-O325S3M,20:13:44,0,4387,61
DESKTOP-O325S3M,20:13:47,2,4386,61
DESKTOP-O325S3M,20:13:50,0,4387,61
DESKTOP-O325S3M,20:13:52,46,4407,61
DESKTOP-O325S3M,23:13:57,42,4555,63
DESKTOP-O325S3M,23:14:03,100,4483,62
DESKTOP-O325S3M,16:45:37,62,4811,67
DESKTOP-O325S3M,16:45:44,15,4543,63
DESKTOP-O325S3M,16:45:46,22,4555,63
DESKTOP-O325S3M,16:45:48,12,4564,63
DESKTOP-O325S3M,16:45:50,15,4513,62
DESKTOP-O325S3M,16:45:52,65,4467,62
DESKTOP-O325S3M,16:45:54,33,4459,62
DESKTOP-O325S3M,16:45:56,27,4450,62
DESKTOP-O325S3M,16:45:58,26,4445,62
DESKTOP-O325S3M,16:46:00,7,4448,62
DESKTOP-O325S3M,16:46:02,56,4466,62
DESKTOP-O325S3M,16:46:04,40,4471,62
DESKTOP-O325S3M,16:46:06,37,4771,66
DESKTOP-O325S3M,16:46:08,24,4718,65
DESKTOP-O325S3M,16:46:10,30,4713,65
DESKTOP-O325S3M,16:46:13,57,4760,66
DESKTOP-O325S3M,16:46:16,60,4802,66
DESKTOP-O325S3M,16:46:19,83,4822,67
DESKTOP-O325S3M,16:46:21,47,4914,68
DESKTOP-O325S3M,16:46:23,55,4840,67
DESKTOP-O325S3M,16:46:25,39,4814,67
DESKTOP-O325S3M,16:46:27,71,4813,67
DESKTOP-O325S3M,16:46:29,39,4841,67
DESKTOP-O325S3M,16:46:31,84,4846,67
DESKTOP-O325S3M,16:46:33,48,4820,67
DESKTOP-O325S3M,16:46:35,32,4850,67
DESKTOP-O325S3M,16:46:37,54,4870,67
DESKTOP-O325S3M,16:46:39,33,4832,67
DESKTOP-O325S3M,16:46:41,47,4827,67
DESKTOP-O325S3M,16:46:43,54,4845,67
DESKTOP-O325S3M,16:46:45,64,4855,67
DESKTOP-O325S3M,16:46:48,33,4866,67
DESKTOP-O325S3M,16:46:51,41,4869,67
DESKTOP-O325S3M,16:46:53,87,4900,68
DESKTOP-O325S3M,16:46:55,50,4922,68
DESKTOP-O325S3M,16:46:58,87,4949,69
DESKTOP-O325S3M,16:47:00,82,4952,69
DESKTOP-O325S3M,16:47:03,63,4952,69
DESKTOP-O325S3M,16:47:06,76,4961,69
DESKTOP-O325S3M,16:47:08,72,4970,69
DESKTOP-O325S3M,16:47:11,59,4964,69
DESKTOP-O325S3M,16:47:14,42,4938,68
DESKTOP-O325S3M,16:47:17,53,4944,68
DESKTOP-O325S3M,16:47:20,67,4935,68
DESKTOP-O325S3M,16:47:23,48,4918,68
DESKTOP-O325S3M,16:47:26,59,4882,68
DESKTOP-O325S3M,16:47:29,76,4895,68
DESKTOP-O325S3M,16:47:32,35,4888,68
DESKTOP-O325S3M,16:47:35,76,4890,68
DESKTOP-O325S3M,16:47:38,51,4881,68
DESKTOP-O325S3M,16:47:41,33,4896,68
DESKTOP-O325S3M,16:47:44,21,4896,68
DESKTOP-O325S3M,16:47:47,31,4893,68
DESKTOP-O325S3M,16:47:50,21,4895,68
DESKTOP-O325S3M,16:47:53,10,4895,68
DESKTOP-O325S3M,16:47:56,15,4896,68
DESKTOP-O325S3M,16:47:59,10,4898,68
DESKTOP-O325S3M,16:48:02,19,4894,68
DESKTOP-O325S3M,16:48:05,23,4893,68
DESKTOP-O325S3M,16:48:08,12,4903,68
DESKTOP-O325S3M,16:48:11,18,4877,68
DESKTOP-O325S3M,16:48:14,21,4876,68
DESKTOP-O325S3M,16:48:17,60,4928,68
DESKTOP-O325S3M,16:48:20,40,4941,68
DESKTOP-O325S3M,16:48:23,62,4947,69
DESKTOP-O325S3M,16:48:26,79,4945,68
DESKTOP-O325S3M,16:48:29,29,4924,68
DESKTOP-O325S3M,16:48:32,15,4940,68
DESKTOP-O325S3M,16:48:35,31,4937,68
DESKTOP-O325S3M,16:48:38,65,4988,69
DESKTOP-O325S3M,16:48:41,49,4999,69
DESKTOP-O325S3M,16:48:44,53,5030,70
DESKTOP-O325S3M,16:48:47,40,5035,70
DESKTOP-O325S3M,16:48:50,45,5042,70
DESKTOP-O325S3M,16:48:53,65,5067,70
DESKTOP-O325S3M,16:48:55,55,5098,71
DESKTOP-O325S3M,16:48:57,43,5093,71
DESKTOP-O325S3M,16:48:59,56,5045,70
